name,typ1,typ2,typ3,lon,lat
新安社区公园,风景名胜,公园广场,公园,113.092977,28.208420
戴公老庙,风景名胜,风景名胜,风景名胜,112.914961,28.283496
印心石屋石刻,风景名胜,风景名胜,风景名胜,112.933208,28.178842
九道湾社区公园,风景名胜,公园广场,公园,113.013652,28.213359
田汉故居,风景名胜,风景名胜,风景名胜,113.205950,28.319891
岳麓山国家重点风景名胜区-翊武亭,风景名胜,风景名胜相关,旅游景点,112.935636,28.179693
七仙姑殿宫,风景名胜,风景名胜,寺庙道观,113.652898,28.145332
爱民公园,风景名胜,公园广场,公园,112.983071,28.275619
基督教,风景名胜,风景名胜,教堂,112.721408,28.481780
包公庙,风景名胜,风景名胜,寺庙道观,113.623376,28.149083
狮山书院,风景名胜,风景名胜,风景名胜,113.758719,28.282262
陶泗王爷庙,风景名胜,风景名胜,寺庙道观,113.625095,28.116857
长沙市望月公园,风景名胜,公园广场,公园,112.95268,28.211557
音乐喷泉(橘洲路),风景名胜,风景名胜,风景名胜,112.962330,28.186895
梅溪湖音乐喷泉,风景名胜,风景名胜相关,旅游景点,112.908182,28.194479
松霖药植园,风景名胜,公园广场,公园,112.891883,28.131651
裴公亭,风景名胜,风景名胜,风景名胜,112.962479,28.199785
财神庙,风景名胜,风景名胜,寺庙道观,113.727816,27.969334
清湖南贡院旧址,风景名胜,风景名胜,风景名胜,112.980308,28.204112
刘氏祠堂,风景名胜,风景名胜,寺庙道观,112.519917,28.079566
浏阳河婚庆文化园-戒指亭,风景名胜,风景名胜,风景名胜,113.045610,28.189099
好再来,风景名胜,公园广场,城市广场|生活服务,112.983006,28.223884
洪山体育公园,风景名胜,公园广场,公园,113.017218,28.253184
橘子洲景区-沙滩公园,风景名胜,公园广场,公园,112.963551,28.203013
晓棠公园,风景名胜,公园广场,公园,113.117206,28.215339
西汉长沙王后渔阳墓,风景名胜,风景名胜,风景名胜,112.926524,28.206312
施家港水上公园,风景名胜,公园广场,公园,112.959157,28.233282
抗日战争第九战区长衡地区受降会场旧址,风景名胜,风景名胜,风景名胜,112.944144,28.17884
槐夏,风景名胜,风景名胜相关,旅游景点,112.942351,28.233968
漪澜堂,风景名胜,风景名胜相关,旅游景点,112.985310,28.185103
肖劲光铜像纪念园,风景名胜,风景名胜相关,旅游景点,112.934860,28.175983
岳王亭景区,风景名胜,风景名胜,风景名胜,112.945625,28.188617
开口笑广场,风景名胜,公园广场,城市广场,112.934663,28.155436
红旗法治广场,风景名胜,公园广场,城市广场,112.989086,28.175754
美汁堂,风景名胜,风景名胜相关,旅游景点,112.985139,28.153851
岳麓山国家重点风景名胜区-祥云阁,风景名胜,风景名胜,风景名胜,112.931290,28.182134
刘少奇故里门楼,风景名胜,风景名胜相关,旅游景点,112.645031,28.031800
步虚楼,风景名胜,风景名胜相关,旅游景点,112.932517,28.177522
尖山湖公园南入口广场,风景名胜,公园广场,城市广场,112.870415,28.236866
刘胡兰雕像,风景名胜,风景名胜,风景名胜,112.977132,28.202030
七十三军抗战阵亡将士墓,风景名胜,风景名胜,风景名胜,112.943337,28.188976
小吴门,风景名胜,风景名胜,风景名胜,112.984382,28.198779
新安古寺,风景名胜,风景名胜相关,旅游景点,113.401997,28.537135
赠陆军上校彭烈士昭之墓,风景名胜,风景名胜,风景名胜,112.934805,28.181532
幸福桥社区公园,风景名胜,公园广场,公园,112.982625,28.218917
喷泉灌溉水景园林,风景名胜,公园广场,城市广场,112.922103,28.209836
云麓禅林,风景名胜,风景名胜,寺庙道观,112.475418,28.188351
天心阁景区导游图,风景名胜,风景名胜相关,旅游景点,112.983173,28.186348
大光洞书院,风景名胜,风景名胜,风景名胜,113.780110,28.417819
杨公庙,风景名胜,风景名胜,寺庙道观,113.213272,28.587419
洋湖湿地国际雕塑园,风景名胜,风景名胜,风景名胜,112.926463,28.122013
石燕湖生态公园-攀岩,风景名胜,风景名胜相关,旅游景点,113.084477,28.004289
石燕湖生态旅游公园-丛林穿越,风景名胜,风景名胜相关,旅游景点,113.088132,28.007028
石燕湖生态旅游公园-动物竞技场,风景名胜,风景名胜相关,旅游景点,113.080563,28.004069
印山湖,风景名胜,风景名胜,风景名胜,113.332130,28.093130
将军庙,风景名胜,风景名胜,寺庙道观,113.361477,27.886828
长沙徐特立公园-清风亭,风景名胜,风景名胜相关,旅游景点,113.079057,28.259658
鹫觉禅林,风景名胜,风景名胜,寺庙道观,113.318779,28.468758
灵云琴院,风景名胜,风景名胜相关,旅游景点,112.933456,28.177340
峰回路转,风景名胜,风景名胜相关,旅游景点,112.933193,28.178678
汉回民族村旅游全景图,风景名胜,风景名胜相关,旅游景点,113.040873,28.316986
密印寺-沩山大佛,风景名胜,风景名胜,风景名胜,111.968705,28.181465
刘少奇同志纪念馆第五展厅,风景名胜,风景名胜相关,旅游景点,112.649077,28.034178
杨开慧故居分布示意图,风景名胜,风景名胜相关,旅游景点,113.210092,28.588814
大围山拓展基地,风景名胜,风景名胜,风景名胜,114.078646,28.420677
大夫堂,风景名胜,风景名胜相关,旅游景点,112.574047,28.015651
大围山国家森林公园-枫林瀑布,风景名胜,风景名胜相关,旅游景点,114.089126,28.422002
长沙生态动物园-河马池,风景名胜,风景名胜相关,旅游景点,113.003187,28.030234
石燕湖生态旅游公园-飞龟,风景名胜,风景名胜相关,旅游景点,113.081613,28.006542
石燕湖生态旅游公园-旋转木马,风景名胜,风景名胜相关,旅游景点,113.081209,28.005715
关帝古泉,风景名胜,风景名胜,风景名胜,113.086687,28.013148
石燕湖生态旅游公园-观音古庙,风景名胜,风景名胜,风景名胜,113.090970,28.013260
大成门,风景名胜,风景名胜相关,旅游景点,112.941435,28.180939
西湖社区法制主题公园,风景名胜,风景名胜相关,旅游景点,113.009689,28.207500
刘廷芳公馆旧址,风景名胜,风景名胜,风景名胜,112.979002,28.213128
文庙,风景名胜,风景名胜,风景名胜,112.940926,28.180826
崇道祠,风景名胜,风景名胜,风景名胜,112.940471093577,28.1807401597575
靖港古镇-曾国藩古战场,风景名胜,风景名胜,风景名胜,112.789180,28.456441
天心公园-崇烈亭,风景名胜,风景名胜相关,旅游景点,112.981921,28.184770
大围山国家森林公园-大围山地质公园,风景名胜,风景名胜相关,旅游景点,114.078633,28.420660
岳麓山国家重点风景名胜区-六朝松,风景名胜,风景名胜相关,旅游景点,112.934266,28.180309
竹园,风景名胜,风景名胜,风景名胜,112.961270,28.174707
长沙基督教城北堂,风景名胜,风景名胜,教堂,112.978139,28.211304
李志民将军故居,风景名胜,风景名胜,风景名胜,113.865380,28.220561
刘少奇同志纪念馆-刘少奇故里,风景名胜,风景名胜,风景名胜,112.64544,28.03524
刘少奇同志纪念馆,风景名胜,风景名胜,纪念馆,112.646665,28.03479
陈真人庙,风景名胜,风景名胜,寺庙道观,114.158507,28.425127
老戴公庙,风景名胜,风景名胜,寺庙道观,112.891065,28.280567
柳子明故居,风景名胜,风景名胜,风景名胜,113.086373,28.175590
老动物园旁,风景名胜,风景名胜相关,旅游景点,112.998360,28.215539
橘子洲景区-萤火虫主题公园,风景名胜,公园广场,公园,112.964049,28.201094
烈士谭馥之墓,风景名胜,风景名胜,风景名胜,112.932845,28.180593
刘昆涛墓,风景名胜,风景名胜,风景名胜,112.941326,28.178711
观音堂,风景名胜,风景名胜,寺庙道观,113.701477,28.039074
观音庙,风景名胜,风景名胜,寺庙道观,113.737268,28.281492
逍遥园,风景名胜,风景名胜,风景名胜,113.033011,28.312606
陈氏宗祠,风景名胜,风景名胜,寺庙道观,113.727439,27.984707
紫云山,风景名胜,风景名胜,风景名胜,113.530760,28.307365
商代四羊方尊遗址,风景名胜,风景名胜,风景名胜,112.039581,28.211779
太平老街-四海昇平,风景名胜,风景名胜,风景名胜,112.972061,28.193587
铜官窑火陶城文化广场,风景名胜,公园广场,城市广场,112.809097,28.455864
龙凤山,风景名胜,风景名胜,风景名胜,112.572251,28.160529
年佛寺,风景名胜,风景名胜,风景名胜,112.930030,28.508759
黄石洞漂流,风景名胜,风景名胜,风景名胜,114.202359,28.364115
陈真人观,风景名胜,风景名胜,风景名胜,114.158485,28.426001
望百峰森林公园,风景名胜,公园广场,公园,112.254642,28.078722
梅溪湖中国结桥,风景名胜,风景名胜,风景名胜,112.885864,28.189218
宋氏宗祠,风景名胜,风景名胜相关,旅游景点,112.418152,28.115654
客家森林,风景名胜,风景名胜,风景名胜,114.047090,28.438054
南家塘社区公园,风景名胜,公园广场,公园,112.914602,28.20473
柏家塘社区公园,风景名胜,公园广场,公园,112.892727,28.197437
化龙井,风景名胜,风景名胜,风景名胜,112.977279,28.186958
焦达峰墓,风景名胜,风景名胜,风景名胜,112.933954,28.182469
岳麓山国家重点风景名胜区-笑啼崖,风景名胜,风景名胜,风景名胜,112.933625,28.179620
海底城水族馆,风景名胜,公园广场,水族馆,113.037093,28.189937
开慧双拥社区公园,风景名胜,公园广场,公园广场,112.987219,28.186653
云盖寺,风景名胜,风景名胜,风景名胜,112.807851,28.129279
泉塘公园,风景名胜,公园广场,公园,113.113319,28.218847
关圣殿,风景名胜,风景名胜,风景名胜,112.714606,28.272816
松雅湖湿地公园-松雅湖国际友谊林,风景名胜,风景名胜,风景名胜,113.101432,28.257785
龙潭风景区-陈家古屋,风景名胜,风景名胜,风景名胜,113.660663,28.432516
靖港古镇-慈航普渡,风景名胜,风景名胜,风景名胜,112.784902,28.455286
谷山森林公园,风景名胜,风景名胜,风景名胜,112.908002,28.257005
靖港古镇-省委办公遗址,风景名胜,风景名胜,风景名胜,112.789280,28.456841
茶洲园,风景名胜,公园广场,公园,112.840594,28.350442
善家堂,风景名胜,风景名胜,寺庙道观,112.928636,28.215711
石燕湖天空玻璃廊桥,风景名胜,风景名胜,风景名胜,113.088958,28.012102
碑廊,风景名胜,风景名胜相关,旅游景点,112.784497,28.453258
周洛大峡谷-陈家古屋,风景名胜,风景名胜相关,旅游景点,113.660610,28.432580
观音寺,风景名胜,风景名胜,寺庙道观,113.136319,28.101772
北极峰,风景名胜,风景名胜,风景名胜,112.941338,28.178729
石燕湖生态旅游公园-孔雀广场,风景名胜,公园广场,动物园,113.082302,28.007973
基督教,风景名胜,风景名胜,教堂,112.733790,28.424850
钟佛寺祖师塔园,风景名胜,风景名胜,寺庙道观,113.284850,27.929232
祷泉湖,风景名胜,风景名胜,风景名胜,114.165337,28.430106
龙井山,风景名胜,风景名胜,风景名胜,113.309860,28.303659
金峰公园,风景名胜,公园广场,公园,112.92297,28.235575
永和天符庙,风景名胜,风景名胜,风景名胜,113.851310,28.293856
橘洲新苑社区公园,风景名胜,公园广场,公园,112.950172,28.234573
紫亭风(紫薇路店),购物服务,服装鞋帽皮具店,服装鞋帽皮具店|风景名胜,113.023728,28.200508
惜字塔,风景名胜,风景名胜,风景名胜,112.940403,28.499412
柏乐园旅游度假区-中国龟谷,风景名胜,风景名胜相关,旅游景点,112.725816,28.505702
铜官国际陶艺村,风景名胜,风景名胜相关,旅游景点,112.811410,28.452724
中共湘区委员会旧址,风景名胜,风景名胜,风景名胜,112.988965,28.199081
定王台文化广场,风景名胜,公园广场,城市广场,112.986029,28.190281
长沙宁乡峡溪漂流,风景名胜,风景名胜相关,旅游景点,112.115540,28.203847
胜利村社区公园,风景名胜,公园广场,公园,113.01764,28.227301
湖南宁乡金洲湖国家湿地公园,风景名胜,公园广场,公园,112.559062,28.250151
马王堆广场,风景名胜,公园广场,城市广场,113.041511,28.203874
宁乡金洲湖国家湿地公园管理处,风景名胜,公园广场,公园广场,112.550299,28.264669
鸿运·凯旋,风景名胜,公园广场,城市广场,113.010852,28.192515
黑黎社区公园,风景名胜,公园广场,公园,112.989791,28.089598
长沙站西广场,风景名胜,公园广场,城市广场,113.012582,28.193595
东湖广场,风景名胜,公园广场,城市广场,113.013291,28.208639
杜鹃广场,风景名胜,公园广场,城市广场,112.938914,28.226843
凤凰山国家森林公园,风景名胜,公园广场,公园,112.617017,28.171689
世界之窗-岳麓书院,风景名胜,风景名胜,风景名胜,113.052738,28.236670
育宣堂,风景名胜,风景名胜,教堂,113.039270,28.199539
和平广场(湘江中路),风景名胜,公园广场,城市广场,112.967375,28.172591
烈士公园-湖南烈士公园纪念碑,风景名胜,风景名胜,风景名胜,112.993194,28.208846
取忠文化园,风景名胜,公园广场,公园广场,112.818163,28.345326
宁乡金洲湖国家湿地公园,风景名胜,公园广场,公园,112.557721,28.243379
灵圣寺,风景名胜,风景名胜,寺庙道观,113.413958,28.225451
东沩广场,风景名胜,公园广场,城市广场,112.564979,28.264566
玉溪广场,风景名胜,公园广场,城市广场,112.558193,28.255201
湘江二桥,风景名胜,风景名胜,风景名胜,112.964555,28.226189
浏阳市政东广场,风景名胜,公园广场,城市广场,113.647264,28.163056
洋湖湿地-洋湖体育公园,风景名胜,公园广场,公园,112.917298,28.121799
芦花瀑布,风景名胜,风景名胜,风景名胜,111.955513,28.149344
长沙南站东广场,风景名胜,公园广场,城市广场,113.068504,28.147044
谷山森林公园-宝宁寺,风景名胜,风景名胜,寺庙道观,112.911514,28.261660
五指峰,风景名胜,风景名胜相关,旅游景点,114.105761,28.407118
天竺山道观,风景名胜,风景名胜,寺庙道观,113.179473,28.388800
月湖公园,风景名胜,公园广场,公园,113.033027,28.237564
义西巷,风景名胜,风景名胜相关,旅游景点,112.916327,28.296030
麻园湾土地庙,风景名胜,风景名胜相关,旅游景点,112.987947,28.182972
黄龙新村群众文化广场,风景名胜,公园广场,城市广场,113.181489,28.222199
德盛欢乐广场,风景名胜,风景名胜相关,旅游景点,112.981383,28.062791
玉江天池,风景名胜,风景名胜相关,旅游景点,112.874002,28.131560
玉潭广场,风景名胜,公园广场,城市广场,112.544344,28.252205
福圣殿,风景名胜,风景名胜,风景名胜,113.047654,28.148431
岳麓山,风景名胜,风景名胜相关,旅游景点,112.950168,28.193560
《大汉伊人》-大型汉文化旅游舞台情景剧,风景名胜,风景名胜相关,旅游景点,112.988749,28.203646
大安寺,风景名胜,风景名胜,寺庙道观,113.087248,28.071150
洪西体育公园,风景名胜,公园广场,公园,113.031133,28.260221
龙宫宝殿,风景名胜,风景名胜,寺庙道观,112.737682,28.418897
财神殿,风景名胜,风景名胜,寺庙道观,112.973686,28.190521
中汽公园,风景名胜,公园广场,公园,112.882334,28.104323
刘少奇同志纪念馆-花明楼广场,风景名胜,公园广场,城市广场,112.644850,28.031630
七星岭景区,风景名胜,风景名胜相关,旅游景点,114.170590,28.436473
赤马湖风景区,风景名胜,风景名胜,国家级景点,113.424830,28.417660
土地庙,风景名胜,风景名胜,寺庙道观,113.037614,28.206692
拉幕广场,风景名胜,公园广场,公园广场,113.084309,28.279516
长沙徐特立公园-师圣阁,风景名胜,风景名胜相关,旅游景点,113.081042,28.257560
鹅羊山公园,风景名胜,公园广场,公园,112.959357,28.306186
宁乡滨江公园,风景名胜,公园广场,公园,112.567574,28.233270
探险儿童公园,风景名胜,公园广场,公园,113.011485,28.111568
FANgLUE城市广场,风景名胜,公园广场,城市广场,113.103060,28.247241
西湖文化园爱鸟基地,风景名胜,风景名胜相关,旅游景点,112.944801,28.203803
北辰滨江公园品味之都,风景名胜,公园广场,公园,112.976121,28.233038
北辰时代广场,风景名胜,公园广场,城市广场|购物服务,112.979983,28.238612
柏乐园旅游度假区-鳄鱼岛,风景名胜,风景名胜相关,旅游景点,112.724925,28.503523
五一社区法治公园,风景名胜,公园广场,公园,113.018856,28.184287
长沙望江公园,风景名胜,公园广场,公园,112.965993,28.162304
谭烈士专祠,风景名胜,风景名胜,省级景点,113.630351,28.136201
汤氏宗祠,风景名胜,风景名胜,纪念馆,113.825774,28.311214
千龙湖生态山庄,餐饮服务,中餐厅,中餐厅|风景名胜,112.678045,28.414091
清泉古寺,风景名胜,风景名胜,寺庙道观,113.039050,28.054865
观音庙,风景名胜,风景名胜,寺庙道观,113.014298,28.148577
丽达国际广场,风景名胜,公园广场,城市广场,112.539127,28.256417
星籁文化广场,风景名胜,公园广场,城市广场,112.937884,28.210897
恒大民俗广场,风景名胜,公园广场,城市广场,112.916258,28.295311
美神广场,风景名胜,公园广场,城市广场,113.628463,28.146109
三元宫,风景名胜,风景名胜,风景名胜,113.665336,28.148897
江氏家庙,风景名胜,风景名胜,寺庙道观,113.820550,28.288021
华雅阁,风景名胜,公园广场,公园,113.030364,28.161027
玉湖公园,风景名胜,公园广场,公园,112.822432,28.32908
石人冲社区公园,风景名胜,风景名胜相关,旅游景点,112.974566,28.121148
梅溪湖公园-银杏公园,风景名胜,公园广场,公园,112.888099,28.187675
基督教堂,风景名胜,风景名胜,教堂,113.526066,28.282570
刘公人爵之墓,风景名胜,风景名胜,风景名胜,112.935569,28.179040
极高明亭遗址,风景名胜,风景名胜,风景名胜,112.936811,28.182378
下辖神庙,风景名胜,风景名胜,寺庙道观,112.653016,28.440251
长塘寺,风景名胜,风景名胜,寺庙道观,112.549697,28.170760
边城文化广场,风景名胜,公园广场,城市广场,111.946447,28.018337
段家祠堂,风景名胜,风景名胜,风景名胜,113.186373,28.486542
夏家祠堂,风景名胜,风景名胜,寺庙道观,113.114722,28.275165
生态金桔园,风景名胜,公园广场,公园,113.861188,28.391874
通天庙,风景名胜,风景名胜,寺庙道观,113.143375,28.470101
张氏家庙,风景名胜,风景名胜,寺庙道观,113.780813,28.076012
鹤源广场,风景名胜,公园广场,城市广场,113.358938,27.931398
狮岩神,风景名胜,风景名胜,风景名胜,113.542696,28.429510
观音寺,风景名胜,风景名胜,寺庙道观,113.378685,28.365390
红莲寺,风景名胜,风景名胜,寺庙道观,114.123665,28.420775
浏阳河溯源漂流,风景名胜,风景名胜,风景名胜,114.089849,28.468915
福主庙,风景名胜,风景名胜,寺庙道观,113.470444,28.011220
陶王殿,风景名胜,风景名胜,风景名胜,113.325149,28.025311
仙龙寺,风景名胜,风景名胜,寺庙道观,113.458429,28.120780
白龙山飞灵殿,风景名胜,风景名胜,风景名胜,113.718894,28.187977
浏阳市森林生态观光园,风景名胜,风景名胜,风景名胜,113.792298,28.302486
周大仙人庙,风景名胜,风景名胜,寺庙道观,113.820360,28.376308
仙人庙,风景名胜,风景名胜,寺庙道观,113.459874,28.335182
秧田大桥纪念碑,风景名胜,风景名胜,纪念馆,113.479686,28.364808
白马庙,风景名胜,风景名胜,寺庙道观,113.327998,28.444513
承祖寺,风景名胜,风景名胜,寺庙道观,113.443195,28.530468
锦绣潇湘文化广场,风景名胜,公园广场,城市广场,112.948923,28.164637
金鹰飞翔体育公园,风景名胜,公园广场,公园,113.000605,28.146502
金桂社区法治文化公园,风景名胜,公园广场,公园,112.994944,28.096551
佳兴国际汇广场,商务住宅,楼宇,商务写字楼|风景名胜,112.932966,28.212236
长沙南站西广场,风景名胜,公园广场,城市广场,113.062617,28.146915
红橡公园,风景名胜,公园广场,公园,113.039752,28.208256
红楼,风景名胜,风景名胜相关,旅游景点,112.944158,28.178905
谁主沉浮雕像群,风景名胜,风景名胜,风景名胜,112.960763,28.170425
马王堆汉墓-一号墓址,风景名胜,风景名胜,风景名胜,113.027903,28.205415
银杏社区公园,风景名胜,公园广场,公园,112.981726,28.139743
将军广场,风景名胜,公园广场,城市广场,113.633367,28.154361
岳鞍阁公园,风景名胜,公园广场,公园,112.940869,28.255038
吴王圣殿,风景名胜,风景名胜,寺庙道观,113.935125,28.432185
无坑,风景名胜,风景名胜相关,旅游景点,112.997381,28.116698
长沙市沩山密印景区,风景名胜,风景名胜,风景名胜,111.972288,28.173133
刘少奇天华调查纪念馆,风景名胜,风景名胜,纪念馆,113.186647,28.495008
潜伽·长沙潜水旗舰中心,风景名胜,风景名胜相关,旅游景点,112.981573,28.264443
雷锋故居,风景名胜,风景名胜,纪念馆,112.847449,28.206860
炭河里遗址,风景名胜,风景名胜,风景名胜,112.111124,28.153049
湖湘能量谷,风景名胜,风景名胜相关,旅游景点,112.938383,28.182973
君悦城市广场,购物服务,商场,购物中心|风景名胜,113.627139,28.156523
刘少奇同志纪念馆-修养亭,风景名胜,风景名胜相关,旅游景点,112.645140,28.034750
火神廟,风景名胜,风景名胜,寺庙道观,112.973902,28.190265
长沙基督教会,风景名胜,风景名胜,教堂,112.978049,28.211324
八大公沟遗迹,风景名胜,风景名胜,风景名胜,112.977694,28.188583
东广济桥社区公园,风景名胜,公园广场,公园,112.996625,28.188868
文艺新村社区公园,风景名胜,公园广场,公园,112.990434,28.190807
大围山国家森林公园-山星广场,风景名胜,公园广场,公园广场,114.076182,28.424484
船底窝景区,风景名胜,风景名胜,风景名胜,114.092442,28.422275
碑亭,风景名胜,风景名胜,风景名胜,112.968927,28.186024
王李公堂,风景名胜,风景名胜,寺庙道观,112.572171,28.243176
萧劲光故居,风景名胜,风景名胜,纪念馆,112.952238,28.172205
张仙姑庙,风景名胜,风景名胜,寺庙道观,113.663448,28.172952
长沙广电发射塔旋转观光厅,风景名胜,风景名胜,风景名胜,112.936656,28.186933
中交中央公园,风景名胜,公园广场,公园,113.069325,28.190223
东岳宮,风景名胜,风景名胜,寺庙道观,112.977535,28.213097
长庆广场,风景名胜,公园广场,城市广场,112.865478,28.205477
烈士公园-纪念亭,风景名胜,风景名胜相关,旅游景点,112.994240,28.209446
迴龙山社区公园,风景名胜,公园广场,公园,112.98202,28.179948
科普广场,风景名胜,公园广场,城市广场,113.007770,28.132029
湖南商学院英才广场,风景名胜,公园广场,公园,112.917953,28.220362
一曲熏风,风景名胜,风景名胜相关,旅游景点,112.973826,28.190206
清安庙,风景名胜,风景名胜,寺庙道观,113.464813,28.235526
道坡公园,风景名胜,公园广场,公园,112.931536,28.236873
永安南岳庙,风景名胜,风景名胜,寺庙道观,113.291072,28.218529
陈明仁将军之墓,风景名胜,风景名胜,风景名胜,112.940872,28.187038
东湖湿地公园,风景名胜,公园广场,公园,112.825460,28.365370
烈士公园-爱情圣地,风景名胜,风景名胜相关,旅游景点,113.002252,28.208383
浏阳河广场,风景名胜,公园广场,城市广场,113.639354,28.138889
团山殿,风景名胜,风景名胜,风景名胜,113.423308,28.239608
普济寺,风景名胜,风景名胜,寺庙道观,113.835003,27.990094
普照寺,风景名胜,风景名胜,寺庙道观,114.068440,28.217113
张南轩墓,风景名胜,风景名胜,风景名胜,112.021293,28.124151
九曲亭,风景名胜,风景名胜,风景名胜,113.809415,28.172735
真金寺,风景名胜,风景名胜,寺庙道观,113.605120,27.984435
众奉堂,风景名胜,风景名胜,风景名胜,112.714569,28.272623
唐石霜崇胜禅寺,风景名胜,风景名胜,寺庙道观,113.647512,27.905802
生态公园,风景名胜,公园广场,公园,113.071993,28.253030
何绍基墓,风景名胜,风景名胜,风景名胜,112.973549,28.121030
岩窟王,风景名胜,风景名胜相关,旅游景点,112.974282,28.191111
橘子洲头景区民俗文化园,风景名胜,公园广场,公园,112.960849,28.177371
宋城炭河古城,风景名胜,风景名胜,风景名胜,112.115228,28.152437
濂溪祠,风景名胜,风景名胜,风景名胜,112.94033,28.180786
岳麓山国家重点风景名胜区-放生池,风景名胜,风景名胜相关,旅游景点,112.934646,28.180151
客家大观园,风景名胜,风景名胜,风景名胜,114.073679,28.421385
石观音,风景名胜,风景名胜,风景名胜,112.343292,28.174417
孝仙塔,风景名胜,风景名胜,风景名胜,113.536479,28.350592
金壹山,风景名胜,风景名胜,风景名胜,112.181029,28.038413
三圣殿,风景名胜,风景名胜,寺庙道观,113.464992,28.235579
歇马亭社区公园,风景名胜,公园广场,公园,113.011395,28.092871
百花谷,风景名胜,风景名胜相关,旅游景点,112.993251,28.223572
罗汉公园,风景名胜,风景名胜相关,旅游景点,114.049463,28.239806
金九活动旧址,风景名胜,风景名胜,风景名胜,112.973899,28.202410
白田社区公园,风景名胜,公园广场,公园,113.046492,28.068302
亭鱼观,风景名胜,风景名胜,风景名胜,112.335772,27.991599
柏乐园旅游度假区-月老庙,风景名胜,风景名胜相关,旅游景点,112.726193,28.505537
风雩亭,风景名胜,风景名胜,风景名胜,112.94163,28.179794
吹香亭,风景名胜,风景名胜,风景名胜,112.94189,28.181152
天麓苑社区公园,风景名胜,公园广场,公园,112.952594,28.170808
高岭社区公园,风景名胜,公园广场,公园,113.042359,28.189527
湖南自修大学旧址,风景名胜,风景名胜,风景名胜,112.982000,28.199743
马大元帅庙,风景名胜,风景名胜,风景名胜,114.001760,28.460939
咸嘉广场,风景名胜,公园广场,公园,112.927971,28.220413
博云公园,风景名胜,风景名胜相关,旅游景点,112.898010,28.237164
菊花石文化广场,风景名胜,公园广场,城市广场,113.848334,28.295154
丰泉古井科普公园,风景名胜,公园广场,公园,112.980203,28.188767
红一方面军成立旧址,风景名胜,风景名胜,纪念馆,113.848343,28.301026
仰天湖,风景名胜,风景名胜相关,旅游景点,112.978788,28.173480
马王堆三号汉墓墓址,风景名胜,风景名胜,风景名胜,113.027513,28.205238
净土庵,风景名胜,风景名胜,寺庙道观,112.596558,28.256964
玲龙寺,风景名胜,风景名胜,寺庙道观,113.575999,28.376512
金甲庙,风景名胜,风景名胜,寺庙道观,113.232987,28.217346
白果树,风景名胜,风景名胜,风景名胜,113.073964,28.471194
贺华仙师庙,风景名胜,风景名胜,寺庙道观,113.787798,28.358257
亭梓庙,风景名胜,风景名胜,寺庙道观,112.729927,28.414129
北津城遗址,风景名胜,风景名胜,风景名胜,112.957627,28.259067
跃洲鳄鱼谷,风景名胜,风景名胜相关,旅游景点,112.744020,28.426273
水艺坊休闲广场,风景名胜,公园广场,城市广场,113.013686,28.113959
太平老街-长怀井,风景名胜,风景名胜相关,旅游景点,112.971843,28.192622
东业运动公园,风景名胜,公园广场,公园,113.085047,28.217468
联丰社区公园,风景名胜,公园广场,公园,112.90669,28.137368
毛泽东塑像,风景名胜,风景名胜相关,旅游景点,113.007120,28.230099
英才园社区公园,风景名胜,公园广场,公园,112.946499,28.213012
圭塘河社区公园,风景名胜,公园广场,公园,113.028764,28.158865
长沙北山森林公园,风景名胜,公园广场,公园,113.021767,28.424603
华公寺,风景名胜,风景名胜,寺庙道观,113.801888,28.354098
李氏家庙,风景名胜,风景名胜,寺庙道观,113.705251,27.926557
大众激情广场,风景名胜,公园广场,城市广场,113.847194,28.288526
东沙古井,风景名胜,风景名胜,风景名胜,113.080066,28.175773
橘子洲景区-大雄宝殿,风景名胜,风景名胜相关,旅游景点,112.963207,28.199000
德馨园社区公园,风景名胜,公园广场,公园,113.013420,28.132390
李家湾社区公园,风景名胜,公园广场,公园,112.985635,28.143517
双拥广场,风景名胜,公园广场,城市广场,113.025654,28.180933
南海观世音佛堂,风景名胜,风景名胜,寺庙道观,112.721184,28.437447
美人谷,风景名胜,风景名胜,风景名胜,113.648417,28.405623
秋收起义纪念碑,风景名胜,风景名胜,纪念馆,113.877927,28.398745
关圣庙王白沙洲港二祠土地,风景名胜,风景名胜,寺庙道观,112.737708,28.383454
北伐阵亡将士纪念塔,风景名胜,风景名胜,纪念馆,112.939729,28.179419
曾国藩墓,风景名胜,风景名胜,风景名胜,112.901258,28.078574
沙坪小镇景区,风景名胜,风景名胜,风景名胜,113.022333,28.354408
湖南烈士-纪念塔,风景名胜,风景名胜,风景名胜,112.993150,28.208869
海棠春晓广场,风景名胜,公园广场,城市广场,112.932727,28.094577
王家壁堂,风景名胜,风景名胜,寺庙道观,112.570071,28.237142
龙王庙,风景名胜,风景名胜,寺庙道观,112.722022,28.429327
圣帝庙,风景名胜,风景名胜,寺庙道观,113.605004,27.984301
石佛庙,风景名胜,风景名胜,寺庙道观,112.539523,28.251380
汇灵庙,风景名胜,风景名胜,寺庙道观,113.378836,28.487448
枫林生态旅游区,风景名胜,风景名胜,风景名胜,113.560748,28.355650
宋氏宗祠,风景名胜,风景名胜,寺庙道观,113.719790,27.927937
长塘庙福保山,风景名胜,风景名胜,寺庙道观,113.514873,28.276133
将军纪念馆,风景名胜,风景名胜,纪念馆,113.687737,27.905179
